t,x,y,u
0.6249999999999999,1.35e-05,4.9999999999999996e-06,2.7853697287386497e-07
0.6249999999999999,1.35e-05,5.5e-06,1.8697934556040965e-07
0.6249999999999999,1.35e-05,6e-06,1.215281076704667e-07
0.6249999999999999,1.35e-05,6.5e-06,7.657476867577256e-08
0.6249999999999999,1.35e-05,7e-06,4.683620064647756e-08
0.6249999999999999,1.35e-05,7.499999999999999e-06,2.7843756344550156e-08
0.6249999999999999,1.35e-05,8e-06,1.610959195950645e-08
0.6249999999999999,1.35e-05,8.5e-06,9.08249330074818e-09
0.6249999999999999,1.35e-05,9e-06,4.996111518279377e-09
0.6249999999999999,1.35e-05,9.499999999999999e-06,2.684694010411753e-09
0.6249999999999999,1.35e-05,9.999999999999999e-06,1.4109330026547914e-09
0.6249999999999999,1.35e-05,1.05e-05,7.26043422849823e-10
0.6249999999999999,1.35e-05,1.1e-05,3.6621843132681847e-10
0.6249999999999999,1.35e-05,1.15e-05,1.8125756642566234e-10
0.6249999999999999,1.35e-05,1.2e-05,8.811850871767661e-11
0.6249999999999999,1.35e-05,1.2499999999999999e-05,4.211816777717136e-11
0.6249999999999999,1.35e-05,1.3e-05,1.981067377621161e-11
0.6249999999999999,1.35e-05,1.35e-05,9.177660813494259e-12
0.6249999999999999,1.35e-05,1.4e-05,4.191041889193667e-12
0.6249999999999999,1.35e-05,1.45e-05,1.8880243706985574e-12
0.6249999999999999,1.35e-05,1.4999999999999999e-05,8.396527497664895e-13
0.6249999999999999,1.35e-05,1.55e-05,3.8863928844041857e-13
0.6249999999999999,1.4e-05,0.0,6.683878601543009e-07
0.6249999999999999,1.4e-05,5e-07,6.541899198732434e-07
0.6249999999999999,1.4e-05,1e-06,6.167929002274329e-07
0.6249999999999999,1.4e-05,1.5e-06,5.592953974374159e-07
0.6249999999999999,1.4e-05,2e-06,4.879454569202282e-07
0.6249999999999999,1.4e-05,2.4999999999999998e-06,4.097808105984706e-07
0.6249999999999999,1.4e-05,3e-06,3.314825327462912e-07
0.6249999999999999,1.4e-05,3.5e-06,2.5848063580745104e-07
0.6249999999999999,1.4e-05,4e-06,1.9445940894972913e-07
0.6249999999999999,1.4e-05,4.5e-06,1.4127921142286757e-07
0.6249999999999999,1.4e-05,4.9999999999999996e-06,9.92256336189492e-08
0.6249999999999999,1.4e-05,5.5e-06,6.744358052640751e-08
0.6249999999999999,1.4e-05,6e-06,4.441440943949081e-08
0.6249999999999999,1.4e-05,6.5e-06,2.8371598018705596e-08
0.6249999999999999,1.4e-05,7e-06,1.7601090683644843e-08
0.6249999999999999,1.4e-05,7.499999999999999e-06,1.0617311979174254e-08
0.6249999999999999,1.4e-05,8e-06,6.234931909815427e-09
0.6249999999999999,1.4e-05,8.5e-06,3.5686958600990454e-09
0.6249999999999999,1.4e-05,9e-06,1.993236500838035e-09
0.6249999999999999,1.4e-05,9.499999999999999e-06,1.087626521061366e-09
0.6249999999999999,1.4e-05,9.999999999999999e-06,5.804431435546259e-10
0.6249999999999999,1.4e-05,1.05e-05,3.032990203639343e-10
0.6249999999999999,1.4e-05,1.1e-05,1.5533527529898347e-10
0.6249999999999999,1.4e-05,1.15e-05,7.805416271825268e-11
0.6249999999999999,1.4e-05,1.2e-05,3.8518590124887645e-11
0.6249999999999999,1.4e-05,1.2499999999999999e-05,1.8685135393095713e-11
0.6249999999999999,1.4e-05,1.3e-05,8.917801947113971e-12
0.6249999999999999,1.4e-05,1.35e-05,4.191041889193667e-12
0.6249999999999999,1.4e-05,1.4e-05,1.9410346940179124e-12
0.6249999999999999,1.4e-05,1.45e-05,8.866053477094776e-13
0.6249999999999999,1.4e-05,1.4999999999999999e-05,3.9969010160135815e-13
0.6249999999999999,1.4e-05,1.55e-05,1.873816914036161e-13
0.6249999999999999,1.45e-05,0.0,2.2280993087957726e-07
0.6249999999999999,1.45e-05,5e-07,2.1823859921101528e-07
0.6249999999999999,1.45e-05,1e-06,2.0618051057648568e-07
0.6249999999999999,1.45e-05,1.5e-06,1.8758845661644767e-07
0.6249999999999999,1.45e-05,2e-06,1.6441931236947684e-07
0.6249999999999999,1.45e-05,2.4999999999999998e-06,1.3889549798817204e-07
0.6249999999999999,1.45e-05,3e-06,1.1315238371186537e-07
0.6249999999999999,1.45e-05,3.5e-06,8.895655552773266e-08
0.6249999999999999,1.45e-05,4e-06,6.754163611228068e-08
0.6249999999999999,1.45e-05,4.5e-06,4.957036746965823e-08
0.6249999999999999,1.45e-05,4.9999999999999996e-06,3.519967756701181e-08
0.6249999999999999,1.45e-05,5.5e-06,2.4207848449265175e-08
0.6249999999999999,1.45e-05,6e-06,1.6140987789886372e-08
0.6249999999999999,1.45e-05,6.5e-06,1.0445545007090144e-08
0.6249999999999999,1.45e-05,7e-06,6.568105243328572e-09
0.6249999999999999,1.45e-05,7.499999999999999e-06,4.017387410360367e-09
0.6249999999999999,1.45e-05,8e-06,2.39293049185644e-09
0.6249999999999999,1.45e-05,8.5e-06,1.3895852934539457e-09
0.6249999999999999,1.45e-05,9e-06,7.875710279424482e-10
0.6249999999999999,1.45e-05,9.499999999999999e-06,4.3613025723594e-10
0.6249999999999999,1.45e-05,9.999999999999999e-06,2.3622553051780474e-10
0.6249999999999999,1.45e-05,1.05e-05,1.2527705908700272e-10
0.6249999999999999,1.45e-05,1.1e-05,6.511582109797036e-11
0.6249999999999999,1.45e-05,1.15e-05,3.320419778723089e-11
0.6249999999999999,1.45e-05,1.2e-05,1.6626360277610183e-11
0.6249999999999999,1.45e-05,1.2499999999999999e-05,8.18253716188676e-12
0.6249999999999999,1.45e-05,1.3e-05,3.9613162184723775e-12
0.6249999999999999,1.45e-05,1.35e-05,1.8880243706985574e-12
0.6249999999999999,1.45e-05,1.4e-05,8.866053477094776e-13
0.6249999999999999,1.45e-05,1.45e-05,4.105332950497753e-13
0.6249999999999999,1.45e-05,1.4999999999999999e-05,1.875712429896972e-13
0.6249999999999999,1.45e-05,1.55e-05,8.904730675859839e-14
0.6249999999999999,1.4999999999999999e-05,0.0,7.427430525671668e-08
0.6249999999999999,1.4999999999999999e-05,5e-07,7.280075618643667e-08
0.6249999999999999,1.4999999999999999e-05,1e-06,6.890867577786152e-08
0.6249999999999999,1.4999999999999999e-05,1.5e-06,6.289162726125933e-08
0.6249999999999999,1.4999999999999999e-05,2e-06,5.5363616367043604e-08
0.6249999999999999,1.4999999999999999e-05,2.4999999999999998e-06,4.7027311684583435e-08
0.6249999999999999,1.4999999999999999e-05,3e-06,3.856541406779809e-08
0.6249999999999999,1.4999999999999999e-05,3.5e-06,3.055196299177745e-08
0.6249999999999999,1.4999999999999999e-05,4e-06,2.3398262514038e-08
0.6249999999999999,1.4999999999999999e-05,4.5e-06,1.7337083454155265e-08
0.6249999999999999,1.4999999999999999e-05,4.9999999999999996e-06,1.2439150873850596e-08
0.6249999999999999,1.4999999999999999e-05,5.5e-06,8.650215941560011e-09
0.6249999999999999,1.4999999999999999e-05,6e-06,5.835849331210862e-09
0.6249999999999999,1.4999999999999999e-05,6.5e-06,3.823463611773365e-09
0.6249999999999999,1.4999999999999999e-05,7e-06,2.4351824695421335e-09
0.6249999999999999,1.4999999999999999e-05,7.499999999999999e-06,1.5093171360736737e-09
0.6249999999999999,1.4999999999999999e-05,8e-06,9.112967360638785e-10
0.6249999999999999,1.4999999999999999e-05,8.5e-06,5.365683150375965e-10
0.6249999999999999,1.4999999999999999e-05,9e-06,3.0840992629041277e-10
0.6249999999999999,1.4999999999999999e-05,9.499999999999999e-06,1.7322718501709098e-10
0.6249999999999999,1.4999999999999999e-05,9.999999999999999e-06,9.5175738023172e-11
0.6249999999999999,1.4999999999999999e-05,1.05e-05,5.1202022261391774e-11
0.6249999999999999,1.4999999999999999e-05,1.1e-05,2.6996963140897165e-11
0.6249999999999999,1.4999999999999999e-05,1.15e-05,1.3964111537536367e-11
0.6249999999999999,1.4999999999999999e-05,1.2e-05,7.092076975214821e-12
0.6249999999999999,1.4999999999999999e-05,1.2499999999999999e-05,3.5397373882556175e-12
0.6249999999999999,1.4999999999999999e-05,1.3e-05,1.7376605039199796e-12
0.6249999999999999,1.4999999999999999e-05,1.35e-05,8.396527497664895e-13
0.6249999999999999,1.4999999999999999e-05,1.4e-05,3.9969010160135815e-13
0.6249999999999999,1.4999999999999999e-05,1.45e-05,1.875712429896972e-13
0.6249999999999999,1.4999999999999999e-05,1.4999999999999999e-05,8.683801608027415e-14
0.6249999999999999,1.4999999999999999e-05,1.55e-05,4.174679189039906e-14
0.6249999999999999,1.55e-05,0.0,2.630815455260175e-08
0.6249999999999999,1.55e-05,5e-07,2.5805031196435753e-08
0.6249999999999999,1.55e-05,1e-06,2.4467656742573053e-08
0.6249999999999999,1.55e-05,1.5e-06,2.2395099636323302e-08
0.6249999999999999,1.55e-05,2e-06,1.9792737405819897e-08
0.6249999999999999,1.55e-05,2.4999999999999998e-06,1.6897241162112153e-08
0.6249999999999999,1.55e-05,3e-06,1.3940885423786224e-08
0.6249999999999999,1.55e-05,3.5e-06,1.1121841598041398e-08
0.6249999999999999,1.55e-05,4e-06,8.585352355848147e-09
0.6249999999999999,1.55e-05,4.5e-06,6.417267338869374e-09
0.6249999999999999,1.55e-05,4.9999999999999996e-06,4.64832386297866e-09
0.6249999999999999,1.55e-05,5.5e-06,3.2656108649547126e-09
0.6249999999999999,1.55e-05,6e-06,2.2271094088499024e-09
0.6249999999999999,1.55e-05,6.5e-06,1.475810381634515e-09
0.6249999999999999,1.55e-05,7e-06,9.51143025131915e-10
0.6249999999999999,1.55e-05,7.499999999999999e-06,5.967735851245855e-10
0.6249999999999999,1.55e-05,8e-06,3.648786071256182e-10
0.6249999999999999,1.55e-05,8.5e-06,2.176155965411159e-10
0.6249999999999999,1.55e-05,9e-06,1.2672448909992864e-10
0.6249999999999999,1.55e-05,9.499999999999999e-06,7.212434132187935e-11
0.6249999999999999,1.55e-05,9.999999999999999e-06,4.0157794413640745e-11
0.6249999999999999,1.55e-05,1.05e-05,2.189435500205373e-11
0.6249999999999999,1.55e-05,1.1e-05,1.1699476257810052e-11
0.6249999999999999,1.55e-05,1.15e-05,6.132822176422935e-12
0.6249999999999999,1.55e-05,1.2e-05,3.1563754074746012e-12
0.6249999999999999,1.55e-05,1.2499999999999999e-05,1.5963043433437538e-12
0.6249999999999999,1.55e-05,1.3e-05,7.939543484182523e-13
0.6249999999999999,1.55e-05,1.35e-05,3.8863928844041857e-13
0.6249999999999999,1.55e-05,1.4e-05,1.873816914036161e-13
0.6249999999999999,1.55e-05,1.45e-05,8.904730675859839e-14
0.6249999999999999,1.55e-05,1.4999999999999999e-05,4.174679189039906e-14
0.6249999999999999,1.55e-05,1.55e-05,2.026244615672822e-14
1.2499999999999998,0.0,0.0,0.9999999042666612
1.2499999999999998,0.0,5e-07,0.9999997837994773
1.2499999999999998,0.0,1e-06,0.9999993880212049
1.2499999999999998,0.0,1.5e-06,0.999998201436432
1.2499999999999998,0.0,2e-06,0.999994660194045
1.2499999999999998,0.0,2.4999999999999998e-06,0.9999840805414241
1.2499999999999998,0.0,3e-06,0.999952441829913
1.2499999999999998,0.0,3.5e-06,0.9998577678916026
1.2499999999999998,0.0,4e-06,0.9995744362088401
1.2499999999999998,0.0,4.5e-06,0.9987271932048748
1.2499999999999998,0.0,4.9999999999999996e-06,0.9962017829253007
1.2499999999999998,0.0,5.5e-06,0.9887464216599471
1.2499999999999998,0.0,6e-06,0.9672940129562568
1.2499999999999998,0.0,6.5e-06,0.9091621222023144
1.2499999999999998,0.0,7e-06,0.7711023062805965
1.2499999999999998,0.0,7.499999999999999e-06,0.5256585151414348
1.2499999999999998,0.0,8e-06,0.267048098995983
1.2499999999999998,0.0,8.5e-06,0.10911917450978335
1.2499999999999998,0.0,9e-06,0.039748639917278526
1.2499999999999998,0.0,9.499999999999999e-06,0.01372475246732888
1.2499999999999998,0.0,9.999999999999999e-06,0.004634521357623049
1.2499999999999998,0.0,1.05e-05,0.001551992150660584
1.2499999999999998,0.0,1.1e-05,0.000518212531681805
1.2499999999999998,0.0,1.15e-05,0.00017285905478481664
1.2499999999999998,0.0,1.2e-05,5.764028995227794e-05
1.2499999999999998,0.0,1.2499999999999999e-05,1.921789767518424e-05
1.2499999999999998,0.0,1.3e-05,6.407133955186107e-06
1.2499999999999998,0.0,1.35e-05,2.1360488610845577e-06
1.2499999999999998,0.0,1.4e-05,7.121182315421494e-07
1.2499999999999998,0.0,1.45e-05,2.374041082780399e-07
1.2499999999999998,0.0,1.4999999999999999e-05,7.929930320593025e-08
1.2499999999999998,0.0,1.55e-05,2.9324320614351267e-08
1.2499999999999998,5e-07,0.0,0.9999997837994773
1.2499999999999998,5e-07,5e-07,0.9999996471693157
1.2499999999999998,5e-07,1e-06,0.9999991758673636
1.2499999999999998,5e-07,1.5e-06,0.999997786307072
1.2499999999999998,5e-07,2e-06,0.9999937433177963
1.2499999999999998,5e-07,2.4999999999999998e-06,0.9999819101471622
1.2499999999999998,5e-07,3e-06,0.9999470713709279
1.2499999999999998,5e-07,3.5e-06,0.9998440683558047
1.2499999999999998,5e-07,4e-06,0.999538720760815
1.2499999999999998,5e-07,4.5e-06,0.9986326455630675
1.2499999999999998,5e-07,4.9999999999999996e-06,0.9959493783373518
1.2499999999999998,5e-07,5.5e-06,0.9880747058254192
1.2499999999999998,5e-07,6e-06,0.9655542020877051
1.2499999999999998,5e-07,6.5e-06,0.9049889774479276
1.2499999999999998,5e-07,7e-06,0.7627767308857144
1.2499999999999998,5e-07,7.499999999999999e-06,0.5147016250220879
1.2499999999999998,5e-07,8e-06,0.25924484270332215
1.2499999999999998,5e-07,8.5e-06,0.1055360925404535
1.2499999999999998,5e-07,9e-06,0.03841707596828467
1.2499999999999998,5e-07,9.499999999999999e-06,0.01327488769520956
1.2499999999999998,5e-07,9.999999999999999e-06,0.004488385675953335
1.2499999999999998,5e-07,1.05e-05,0.0015051627275830069
1.2499999999999998,5e-07,1.1e-05,0.0005032577806913369
1.2499999999999998,5e-07,1.15e-05,0.00016808294212304045
1.2499999999999998,5e-07,1.2e-05,5.6113121737668004e-05
1.2499999999999998,5e-07,1.2499999999999999e-05,1.8728864267429526e-05
1.2499999999999998,5e-07,1.3e-05,6.2503017937642365e-06
1.2499999999999998,5e-07,1.35e-05,2.0856817468655498e-06
1.2499999999999998,5e-07,1.4e-05,6.959211668726774e-07
1.2499999999999998,5e-07,1.45e-05,2.321889812023956e-07
1.2499999999999998,5e-07,1.4999999999999999e-05,7.761542704994462e-08
1.2499999999999998,5e-07,1.55e-05,2.872412945066593e-08
1.2499999999999998,1e-06,0.0,0.9999993880212049
1.2499999999999998,1e-06,5e-07,0.9999991758673636
1.2499999999999998,1e-06,1e-06,0.9999984516114433
1.2499999999999998,1e-06,1.5e-06,0.9999964287676839
1.2499999999999998,1e-06,2e-06,0.9999908619232443
1.2499999999999998,1e-06,2.4999999999999998e-06,0.9999752986642875
1.2499999999999998,1e-06,3e-06,0.999931100767759
1.2499999999999998,1e-06,3.5e-06,0.9998040900816116
1.2499999999999998,1e-06,4e-06,0.9994360606282471
1.2499999999999998,1e-06,4.5e-06,0.9983642656207801
1.2499999999999998,1e-06,4.9999999999999996e-06,0.9952407465420112
1.2499999999999998,1e-06,5.5e-06,0.9862089640089553
1.2499999999999998,1e-06,6e-06,0.9607793929343458
1.2499999999999998,1e-06,6.5e-06,0.8937077819013391
1.2499999999999998,1e-06,7e-06,0.7407849653602774
1.2499999999999998,1e-06,7.499999999999999e-06,0.48683817182720823
1.2499999999999998,1e-06,8e-06,0.24006156483300184
1.2499999999999998,1e-06,8.5e-06,0.09684934973476411
1.2499999999999998,1e-06,9e-06,0.03519866932312933
1.2499999999999998,1e-06,9.499999999999999e-06,0.012186239396788515
1.2499999999999998,1e-06,9.999999999999999e-06,0.004133870022215017
1.2499999999999998,1e-06,1.05e-05,0.001391252738734997
1.2499999999999998,1e-06,1.1e-05,0.00046678763165608885
1.2499999999999998,1e-06,1.15e-05,0.00015640768688450862
1.2499999999999998,1e-06,1.2e-05,5.237176888078796e-05
1.2499999999999998,1e-06,1.2499999999999999e-05,1.7528388300156e-05
1.2499999999999998,1e-06,1.3e-05,5.864597533690548e-06
1.2499999999999998,1e-06,1.35e-05,1.9615995417168058e-06
1.2499999999999998,1e-06,1.4e-05,6.559554792199401e-07
1.2499999999999998,1e-06,1.45e-05,2.193018694185584e-07
1.2499999999999998,1e-06,1.4999999999999999e-05,7.344753244004858e-08
1.2499999999999998,1e-06,1.55e-05,2.7229142695464406e-08
1.2499999999999998,1.5e-06,0.0,0.999998201436432
1.2499999999999998,1.5e-06,5e-07,0.999997786307072
1.2499999999999998,1.5e-06,1e-06,0.9999964287676839
1.2499999999999998,1.5e-06,1.5e-06,0.9999928857973013
1.2499999999999998,1.5e-06,2e-06,0.9999837939643125
1.2499999999999998,1.5e-06,2.4999999999999998e-06,0.9999598902686322
1.2499999999999998,1.5e-06,3e-06,0.999895383122345
1.2499999999999998,1.5e-06,3.5e-06,0.9997176049585697
1.2499999999999998,1.5e-06,4e-06,0.9992199445193761
1.2499999999999998,1.5e-06,4.5e-06,0.9978120852221531
1.2499999999999998,1.5e-06,4.9999999999999996e-06,0.9938120787896118
1.2499999999999998,1.5e-06,5.5e-06,0.9825216733116992
1.2499999999999998,1.5e-06,6e-06,0.9515558675314446
1.2499999999999998,1.5e-06,6.5e-06,0.8725920034435103
1.2499999999999998,1.5e-06,7e-06,0.7017425001093057
1.2499999999999998,1.5e-06,7.499999999999999e-06,0.4412945858070092
1.2499999999999998,1.5e-06,8e-06,0.21067313283574343
1.2499999999999998,1.5e-06,8.5e-06,0.08389852949825181
1.2499999999999998,1.5e-06,9e-06,0.030440270744262067
1.2499999999999998,1.5e-06,9.499999999999999e-06,0.010576597025858787
1.2499999999999998,1.5e-06,9.999999999999999e-06,0.003607798036248099
1.2499999999999998,1.5e-06,1.05e-05,0.0012214180740662954
1.2499999999999998,1.5e-06,1.1e-05,0.0004121497862589929
1.2499999999999998,1.5e-06,1.15e-05,0.00013883641339930238
1.2499999999999998,1.5e-06,1.2e-05,4.6717172597901906e-05
1.2499999999999998,1.5e-06,1.2499999999999999e-05,1.5706927894428853e-05
1.2499999999999998,1.5e-06,1.3e-05,5.277266395157264e-06
1.2499999999999998,1.5e-06,1.35e-05,1.7720238514891517e-06
1.2499999999999998,1.5e-06,1.4e-05,5.947063991700903e-07
1.2499999999999998,1.5e-06,1.45e-05,1.994951494480972e-07
1.2499999999999998,1.5e-06,1.4999999999999999e-05,6.702453972292587e-08
1.2499999999999998,1.5e-06,1.55e-05,2.4918974400426853e-08
1.2499999999999998,2e-06,0.0,0.999994660194045
1.2499999999999998,2e-06,5e-07,0.9999937433177963
1.2499999999999998,2e-06,1e-06,0.9999908619232443
1.2499999999999998,2e-06,1.5e-06,0.9999837939643125
1.2499999999999998,2e-06,2e-06,0.999966862722724
1.2499999999999998,2e-06,2.4999999999999998e-06,0.9999251631468015
1.2499999999999998,2e-06,3e-06,0.9998189483540342
1.2499999999999998,2e-06,3.5e-06,0.99954041143195
1.2499999999999998,2e-06,4e-06,0.9987931435949094
1.2499999999999998,2e-06,4.5e-06,0.996755729422626
1.2499999999999998,2e-06,4.9999999999999996e-06,0.9911572536066867
1.2499999999999998,2e-06,5.5e-06,0.9758700442151451
1.2499999999999998,2e-06,6e-06,0.9354965228980022
1.2499999999999998,2e-06,6.5e-06,0.8376556515550946
1.2499999999999998,2e-06,7e-06,0.6425352297753039
1.2499999999999998,2e-06,7.499999999999999e-06,0.38029331445649805
1.2499999999999998,2e-06,8e-06,0.17456387399952603
1.2499999999999998,2e-06,8.5e-06,0.06853145085726241
1.2499999999999998,2e-06,9e-06,0.024850630461875828
1.2499999999999998,2e-06,9.499999999999999e-06,0.008683744358161726
1.2499999999999998,2e-06,9.999999999999999e-06,0.0029856159375897433
1.2499999999999998,2e-06,1.05e-05,0.001019123639343228
1.2499999999999998,2e-06,1.1e-05,0.0003466030372899918
1.2499999999999998,2e-06,1.15e-05,0.00011761434021899275
1.2499999999999998,2e-06,1.2e-05,3.984492449014082e-05
1.2499999999999998,2e-06,1.2499999999999999e-05,1.3480439593738672e-05
1.2499999999999998,2e-06,1.3e-05,4.555501941632822e-06
1.2499999999999998,2e-06,1.35e-05,1.5379060389788537e-06
1.2499999999999998,2e-06,1.4e-05,5.187199427063877e-07
1.2499999999999998,2e-06,1.45e-05,1.7481798054737588e-07
1.2499999999999998,2e-06,1.4999999999999999e-05,5.899032117400132e-08
1.2499999999999998,2e-06,1.55e-05,2.2018856863611864e-08
1.2499999999999998,2.4999999999999998e-06,0.0,0.9999840805414241
1.2499999999999998,2.4999999999999998e-06,5e-07,0.9999819101471622
1.2499999999999998,2.4999999999999998e-06,1e-06,0.9999752986642875
1.2499999999999998,2.4999999999999998e-06,1.5e-06,0.9999598902686322
1.2499999999999998,2.4999999999999998e-06,2e-06,0.9999251631468015
1.2499999999999998,2.4999999999999998e-06,2.4999999999999998e-06,0.9998447822436924
1.2499999999999998,2.4999999999999998e-06,3e-06,0.9996516352029376
1.2499999999999998,2.4999999999999998e-06,3.5e-06,0.999171107601678
1.2499999999999998,2.4999999999999998e-06,4e-06,0.9979410849347888
1.2499999999999998,2.4999999999999998e-06,4.5e-06,0.9947267897303935
1.2499999999999998,2.4999999999999998e-06,4.9999999999999996e-06,0.9862434177856699
1.2499999999999998,2.4999999999999998e-06,5.5e-06,0.9640409727153813
1.2499999999999998,2.4999999999999998e-06,6e-06,0.9083452358120029
1.2499999999999998,2.4999999999999998e-06,6.5e-06,0.7829481169242892
1.2499999999999998,2.4999999999999998e-06,7e-06,0.5611264409315158
1.2499999999999998,2.4999999999999998e-06,7.499999999999999e-06,0.3087901012152093
1.2499999999999998,2.4999999999999998e-06,8e-06,0.13610798822039968
1.2499999999999998,2.4999999999999998e-06,8.5e-06,0.05275943003051078
1.2499999999999998,2.4999999999999998e-06,9e-06,0.019166695293174735
1.2499999999999998,2.4999999999999998e-06,9.499999999999999e-06,0.006752882146472827
1.2499999999999998,2.4999999999999998e-06,9.999999999999999e-06,0.0023457457615403527
1.2499999999999998,2.4999999999999998e-06,1.05e-05,0.0008090947408973374
1.2499999999999998,2.4999999999999998e-06,1.1e-05,0.0002779088996757477
1.2499999999999998,2.4999999999999998e-06,1.15e-05,9.517617312938992e-05
1.2499999999999998,2.4999999999999998e-06,1.2e-05,3.25192380016277e-05
1.2499999999999998,2.4999999999999998e-06,1.2499999999999999e-05,1.1089056720861611e-05
1.2499999999999998,2.4999999999999998e-06,1.3e-05,3.7748527685233197e-06
1.2499999999999998,2.4999999999999998e-06,1.35e-05,1.2830448205419156e-06
1.2499999999999998,2.4999999999999998e-06,1.4e-05,4.3550251073067143e-07
1.2499999999999998,2.4999999999999998e-06,1.45e-05,1.476409239056332e-07
1.2499999999999998,2.4999999999999998e-06,1.4999999999999999e-05,5.009584727778846e-08
1.2499999999999998,2.4999999999999998e-06,1.55e-05,1.8792927425738262e-08
1.2499999999999998,3e-06,0.0,0.999952441829913
1.2499999999999998,3e-06,5e-07,0.9999470713709279
1.2499999999999998,3e-06,1e-06,0.999931100767759
1.2499999999999998,3e-06,1.5e-06,0.999895383122345
1.2499999999999998,3e-06,2e-06,0.9998189483540342
1.2499999999999998,3e-06,2.4999999999999998e-06,0.9996516352029376
1.2499999999999998,3e-06,3e-06,0.9992712192779261
1.2499999999999998,3e-06,3.5e-06,0.9983730706506824
1.2499999999999998,3e-06,4e-06,0.996183726953477
1.2499999999999998,3e-06,4.5e-06,0.9907222722252413
1.2499999999999998,3e-06,4.9999999999999996e-06,0.9769709998899555
1.2499999999999998,3e-06,5.5e-06,0.9428536335883431
1.2499999999999998,3e-06,6e-06,0.8630333281101913
1.2499999999999998,3e-06,6.5e-06,0.7013813994879716
1.2499999999999998,3e-06,7e-06,0.4597534078998774
1.2499999999999998,3e-06,7.499999999999999e-06,0.23436743863179874
1.2499999999999998,3e-06,8e-06,0.09963378284482291
1.2499999999999998,3e-06,8.5e-06,0.03829480244561508
1.2499999999999998,3e-06,9e-06,0.013985849813154844
1.2499999999999998,3e-06,9.499999999999999e-06,0.0049821001368630475
1.2499999999999998,3e-06,9.999999999999999e-06,0.0017525724136420943
1.2499999999999998,3e-06,1.05e-05,0.0006120814082815377
1.2499999999999998,3e-06,1.1e-05,0.00021272733384198684
1.2499999999999998,3e-06,1.15e-05,7.365491860199575e-05
1.2499999999999998,3e-06,1.2e-05,2.542245703812428e-05
1.2499999999999998,3e-06,1.2499999999999999e-05,8.75092074374351e-06
1.2499999999999998,3e-06,1.3e-05,3.0050360923638113e-06
1.2499999999999998,3e-06,1.35e-05,1.0297196849071322e-06
1.2499999999999998,3e-06,1.4e-05,3.5217448262889223e-07
1.2499999999999998,3e-06,1.45e-05,1.2024004896120075e-07
1.2499999999999998,3e-06,1.4999999999999999e-05,4.1070276526086895e-08
1.2499999999999998,3e-06,1.55e-05,1.5500257223710066e-08
1.2499999999999998,3.5e-06,0.0,0.9998577678916026
1.2499999999999998,3.5e-06,5e-07,0.9998440683558047
1.2499999999999998,3.5e-06,1e-06,0.9998040900816116
1.2499999999999998,3.5e-06,1.5e-06,0.9997176049585697
1.2499999999999998,3.5e-06,2e-06,0.99954041143195
1.2499999999999998,3.5e-06,2.4999999999999998e-06,0.999171107601678
1.2499999999999998,3.5e-06,3e-06,0.9983730706506824
1.2499999999999998,3.5e-06,3.5e-06,0.9965817218457332
1.2499999999999998,3.5e-06,4e-06,0.9924267462085565
1.2499999999999998,3.5e-06,4.5e-06,0.9825719288315747
1.2499999999999998,3.5e-06,4.9999999999999996e-06,0.9590995065878757
1.2499999999999998,3.5e-06,5.5e-06,0.904727392983623
1.2499999999999998,3.5e-06,6e-06,0.789281500645713
1.2499999999999998,3.5e-06,6.5e-06,0.5886446969299665
1.2499999999999998,3.5e-06,7e-06,0.34791271136608914
1.2499999999999998,3.5e-06,7.499999999999999e-06,0.16545138308534893
1.2499999999999998,3.5e-06,8e-06,0.0684478794891086
1.2499999999999998,3.5e-06,8.5e-06,0.026245051835026508
1.2499999999999998,3.5e-06,9e-06,0.009675002759678085
1.2499999999999998,3.5e-06,9.499999999999999e-06,0.0034943619011086296
1.2499999999999998,3.5e-06,9.999999999999999e-06,0.0012474887651782035
1.2499999999999998,3.5e-06,1.05e-05,0.00044196446595751306
1.2499999999999998,3.5e-06,1.1e-05,0.00015568406792726584
1.2499999999999998,3.5e-06,1.15e-05,5.4583012065784734e-05
1.2499999999999998,3.5e-06,1.2e-05,1.9059782958562976e-05
1.2499999999999998,3.5e-06,1.2499999999999999e-05,6.631933582133846e-06
1.2499999999999998,3.5e-06,1.3e-05,2.3003632830246202e-06
1.2499999999999998,3.5e-06,1.35e-05,7.956667385192298e-07
1.2499999999999998,3.5e-06,1.4e-05,2.745164499476595e-07
1.2499999999999998,3.5e-06,1.45e-05,9.449643363742096e-08
1.2499999999999998,3.5e-06,1.4999999999999999e-05,3.252615755344596e-08
1.2499999999999998,3.5e-06,1.55e-05,1.2361689310467296e-08
1.2499999999999998,4e-06,0.0,0.9995744362088401
1.2499999999999998,4e-06,5e-07,0.999538720760815
1.2499999999999998,4e-06,1e-06,0.9994360606282471
1.2499999999999998,4e-06,1.5e-06,0.9992199445193761
1.2499999999999998,4e-06,2e-06,0.9987931435949094
1.2499999999999998,4e-06,2.4999999999999998e-06,0.9979410849347888
1.2499999999999998,4e-06,3e-06,0.996183726953477
1.2499999999999998,4e-06,3.5e-06,0.9924267462085565
1.2499999999999998,4e-06,4e-06,0.9841481567187952
1.2499999999999998,4e-06,4.5e-06,0.9655958770161357
1.2499999999999998,4e-06,4.9999999999999996e-06,0.9243380817085852
