t,x,y,u
0.0,2e-06,1.5e-06,0.9999830651989838
0.0,2e-06,2e-06,0.9999651525148128
0.0,2e-06,2.4999999999999998e-06,0.9999208932590946
0.0,2e-06,3e-06,0.9998078377774227
0.0,2e-06,3.5e-06,0.9995106234821588
0.0,2e-06,4e-06,0.9987113843072303
0.0,2e-06,4.5e-06,0.996526483102617
0.0,2e-06,4.9999999999999996e-06,0.9904985865066935
0.0,2e-06,5.5e-06,0.9739224572004708
0.0,2e-06,6e-06,0.9297408889909168
0.0,2e-06,6.5e-06,0.8229468554438785
0.0,2e-06,7e-06,0.618490942597397
0.0,2e-06,7.499999999999999e-06,0.35988466574084355
0.0,2e-06,8e-06,0.162520355321691
0.0,2e-06,8.5e-06,0.06254664229462642
0.0,2e-06,9e-06,0.02235218664523131
0.0,2e-06,9.499999999999999e-06,0.007752110678322877
0.0,2e-06,9.999999999999999e-06,0.0026562035866664613
0.0,2e-06,1.05e-05,0.0009051865113975932
0.0,2e-06,1.1e-05,0.000307559848336747
0.0,2e-06,1.15e-05,0.00010429552629437344
0.0,2e-06,1.2e-05,3.531362668046656e-05
0.0,2e-06,1.2499999999999999e-05,1.194175889523974e-05
0.0,2e-06,1.3e-05,4.033819429039021e-06
0.0,2e-06,1.35e-05,1.3612640737403758e-06
0.0,2e-06,1.4e-05,4.589777525820793e-07
0.0,2e-06,1.45e-05,1.5463323449482758e-07
0.0,2e-06,1.4999999999999999e-05,5.206061903795245e-08
0.0,2e-06,1.55e-05,1.751620942735954e-08
0.0,2.4999999999999998e-06,0.0,0.9999830651989838
0.0,2.4999999999999998e-06,5e-07,0.9999811190619446
0.0,2.4999999999999998e-06,1e-06,0.99997414488106
0.0,2.4999999999999998e-06,1.5e-06,0.9999578076282287
0.0,2.4999999999999998e-06,2e-06,0.9999208932590946
0.0,2.4999999999999998e-06,2.4999999999999998e-06,0.9998352344686852
0.0,2.4999999999999998e-06,3e-06,0.9996289297638863
0.0,2.4999999999999998e-06,3.5e-06,0.9991145812769565
0.0,2.4999999999999998e-06,4e-06,0.9977951680660866
0.0,2.4999999999999998e-06,4.5e-06,0.9943378791528276
0.0,2.4999999999999998e-06,4.9999999999999996e-06,0.9851723882528096
0.0,2.4999999999999998e-06,5.5e-06,0.9610070745218268
0.0,2.4999999999999998e-06,6e-06,0.8999999999999998
0.0,2.4999999999999998e-06,6.5e-06,0.7644594338085162
0.0,2.4999999999999998e-06,7e-06,0.5367184085534065
0.0,2.4999999999999998e-06,7.499999999999999e-06,0.29082076222398884
0.0,2.4999999999999998e-06,8e-06,0.12598733671486967
0.0,2.4999999999999998e-06,8.5e-06,0.04795838808243552
0.0,2.4999999999999998e-06,9e-06,0.01721537791334521
0.0,2.4999999999999998e-06,9.499999999999999e-06,0.006029026539310145
0.0,2.4999999999999998e-06,9.999999999999999e-06,0.002088354701411721
0.0,2.4999999999999998e-06,1.05e-05,0.0007192402884574345
0.0,2.4999999999999998e-06,1.1e-05,0.00024681154279748707
0.0,2.4999999999999998e-06,1.15e-05,8.446592621308424e-05
0.0,2.4999999999999998e-06,1.2e-05,2.8842636538017885e-05
0.0,2.4999999999999998e-06,1.2499999999999999e-05,9.830183180181695e-06
0.0,2.4999999999999998e-06,1.3e-05,3.3447371188266573e-06
0.0,2.4999999999999998e-06,1.35e-05,1.1363626709059993e-06
0.0,2.4999999999999998e-06,1.4e-05,3.8556219422725135e-07
0.0,2.4999999999999998e-06,1.45e-05,1.3066302789743744e-07
0.0,2.4999999999999998e-06,1.4999999999999999e-05,4.423258781471873e-08
0.0,2.4999999999999998e-06,1.55e-05,1.495917079097353e-08
0.0,3e-06,0.0,0.9999491973176184
0.0,3e-06,5e-07,0.9999443618980666
0.0,3e-06,1e-06,0.9999274346267757
0.0,3e-06,1.5e-06,0.999889398804775
0.0,3e-06,2e-06,0.9998078377774227
0.0,3e-06,2.4999999999999998e-06,0.9996289297638863
0.0,3e-06,3e-06,0.9992213344278902
0.0,3e-06,3.5e-06,0.9982571331049133
0.0,3e-06,4e-06,0.9959016393442623
0.0,3e-06,4.5e-06,0.9900074783036574
0.0,3e-06,4.9999999999999996e-06,0.9750903175162506
0.0,3e-06,5.5e-06,0.9378250835961726
0.0,3e-06,6e-06,0.8506557882216687
0.0,3e-06,6.5e-06,0.6790588806345392
0.0,3e-06,7e-06,0.4367458467219989
0.0,3e-06,7.499999999999999e-06,0.21935306642233027
0.0,3e-06,8e-06,0.09162853239365276
0.0,3e-06,8.5e-06,0.034678866391470886
0.0,3e-06,9e-06,0.012548598996019511
0.0,3e-06,9.499999999999999e-06,0.004449471973005215
0.0,3e-06,9.999999999999999e-06,0.0015615497887260799
0.0,3e-06,1.05e-05,0.000544623948648626
0.0,3e-06,1.1e-05,0.00018910286045276115
0.0,3e-06,1.15e-05,6.54255901904599e-05
0.0,3e-06,1.2e-05,2.2567374874493673e-05
0.0,3e-06,1.2499999999999999e-05,7.76365152760361e-06
0.0,3e-06,1.3e-05,2.664616218284177e-06
0.0,3e-06,1.35e-05,9.126338359477515e-07
0.0,3e-06,1.4e-05,3.119932399653358e-07
0.0,3e-06,1.45e-05,1.0647834519650345e-07
0.0,3e-06,1.4999999999999999e-05,3.628400985222768e-08
0.0,3e-06,1.55e-05,1.2347209366048162e-08
0.0,3.5e-06,0.0,0.999847607436757
0.0,3.5e-06,5e-07,0.9998352344686852
0.0,3.5e-06,1e-06,0.9997927062022336
0.0,3.5e-06,1.5e-06,0.9997002920810452
0.0,3.5e-06,2e-06,0.9995106234821588
0.0,3.5e-06,2.4999999999999998e-06,0.9991145812769565
0.0,3.5e-06,3e-06,0.9982571331049133
0.0,3.5e-06,3.5e-06,0.9963285029866938
0.0,3.5e-06,4e-06,0.9918437049364021
0.0,3.5e-06,4.5e-06,0.9811659830777721
0.0,3.5e-06,4.9999999999999996e-06,0.9555920389536533
0.0,3.5e-06,5.5e-06,0.8961381169604682
0.0,3.5e-06,6e-06,0.7714954485903085
0.0,3.5e-06,6.5e-06,0.5642351356907113
0.0,3.5e-06,7e-06,0.3280940702053667
0.0,3.5e-06,7.499999999999999e-06,0.1536722181494108
0.0,3.5e-06,8e-06,0.06254664229462642
0.0,3.5e-06,8.5e-06,0.023693938949443882
0.0,3.5e-06,9e-06,0.008675463421428053
0.0,3.5e-06,9.499999999999999e-06,0.0031224217751483208
0.0,3.5e-06,9.999999999999999e-06,0.0011125441403606051
0.0,3.5e-06,1.05e-05,0.00039365758955506314
0.0,3.5e-06,1.1e-05,0.00013853487653869845
0.0,3.5e-06,1.15e-05,4.853162182971715e-05
0.0,3.5e-06,1.2e-05,1.693480101611078e-05
0.0,3.5e-06,1.2499999999999999e-05,5.888816902777094e-06
0.0,3.5e-06,1.3e-05,2.041432318578007e-06
0.0,3.5e-06,1.35e-05,7.057350695505171e-07
0.0,3.5e-06,1.4e-05,2.433713263694237e-07
0.0,3.5e-06,1.45e-05,8.373817222961932e-08
0.0,3.5e-06,1.4999999999999999e-05,2.8753853575924637e-08
0.0,3.5e-06,1.55e-05,9.85526110719448e-09
0.0,4e-06,0.0,0.9995429616087752
0.0,4e-06,5e-07,0.9995106234821588
0.0,4e-06,1e-06,0.9994010871163672
0.0,4e-06,1.5e-06,0.9991694875835679
0.0,4e-06,2e-06,0.9987113843072303
0.0,4e-06,2.4999999999999998e-06,0.9977951680660866
0.0,4e-06,3e-06,0.9959016393442623
0.0,4e-06,3.5e-06,0.9918437049364021
0.0,4e-06,4e-06,0.9828726867700595
0.0,4e-06,4.5e-06,0.962678162815247
0.0,4e-06,4.9999999999999996e-06,0.9175929116327899
0.0,4e-06,5.5e-06,0.8229468554438785
0.0,4e-06,6e-06,0.653570840137486
0.0,4e-06,6.5e-06,0.42790485376296516
0.0,4e-06,7e-06,0.22523655529148429
0.0,4e-06,7.499999999999999e-06,0.09999999999999987
0.0,4e-06,8e-06,0.040179485942966
0.0,4e-06,8.5e-06,0.015339486690070903
0.0,4e-06,9e-06,0.005703428204013317
0.0,4e-06,9.499999999999999e-06,0.002088354701411721
0.0,4e-06,9.999999999999999e-06,0.0007568044233726146
0.0,4e-06,1.05e-05,0.0002721033946626594
0.0,4e-06,1.1e-05,9.719734261504076e-05
0.0,4e-06,1.15e-05,3.45256623861534e-05
0.0,4e-06,1.2e-05,1.2203781991404483e-05
0.0,4e-06,1.2499999999999999e-05,4.2948898842376515e-06
0.0,4e-06,1.3e-05,1.5056249973999236e-06
0.0,4e-06,1.35e-05,5.259713261041021e-07
0.0,4e-06,1.4e-05,1.8316314071009643e-07
0.0,4e-06,1.45e-05,6.360278265171715e-08
0.0,4e-06,1.4999999999999999e-05,2.2028827983966437e-08
0.0,4e-06,1.55e-05,7.611766661419495e-09
0.0,4.5e-06,0.0,0.9986301369863013
0.0,4.5e-06,5e-07,0.9985443222466077
0.0,4.5e-06,1e-06,0.9982571331049133
0.0,4.5e-06,1.5e-06,0.9976636656732083
0.0,4.5e-06,2e-06,0.996526483102617
0.0,4.5e-06,2.4999999999999998e-06,0.9943378791528276
0.0,4.5e-06,3e-06,0.9900074783036574
0.0,4.5e-06,3.5e-06,0.9811659830777721
0.0,4.5e-06,4e-06,0.962678162815247
0.0,4.5e-06,4.5e-06,0.9238702658924236
0.0,4.5e-06,4.9999999999999996e-06,0.8453867823314193
0.0,4.5e-06,5.5e-06,0.7036979765458905
0.0,4.5e-06,6e-06,0.49999999999999956
0.0,4.5e-06,6.5e-06,0.29082076222398884
0.0,4.5e-06,7e-06,0.14119884991752923
0.0,4.5e-06,7.499999999999999e-06,0.06072904620971209
0.0,4.5e-06,8e-06,0.024395552069893855
0.0,4.5e-06,8.5e-06,0.00944252023089348
0.0,4.5e-06,9e-06,0.003575880695353806
0.0,4.5e-06,9.499999999999999e-06,0.0013345624288441105
0.0,4.5e-06,9.999999999999999e-06,0.000492627645198529
0.0,4.5e-06,1.05e-05,0.00018021829894898644
0.0,4.5e-06,1.1e-05,6.54255901904599e-05
0.0,4.5e-06,1.15e-05,2.3592983507125798e-05
0.0,4.5e-06,1.2e-05,8.457417808416245e-06
0.0,4.5e-06,1.2499999999999999e-05,3.0157173130374026e-06
0.0,4.5e-06,1.3e-05,1.0702352832292483e-06
0.0,4.5e-06,1.35e-05,3.781896956156494e-07
0.0,4.5e-06,1.4e-05,1.3312563079681539e-07
0.0,4.5e-06,1.45e-05,4.6697424982422575e-08
0.0,4.5e-06,1.4999999999999999e-05,1.6328353336092505e-08
0.0,4.5e-06,1.55e-05,5.692891325015381e-09
0.0,4.9999999999999996e-06,0.0,0.9959016393442623
0.0,4.9999999999999996e-06,5e-07,0.9956718066325239
0.0,4.9999999999999996e-06,1e-06,0.9949106020050671
0.0,4.9999999999999996e-06,1.5e-06,0.9933689257507883
0.0,4.9999999999999996e-06,2e-06,0.9904985865066935
0.0,4.9999999999999996e-06,2.4999999999999998e-06,0.9851723882528096
0.0,4.9999999999999996e-06,3e-06,0.9750903175162506
0.0,4.9999999999999996e-06,3.5e-06,0.9555920389536533
0.0,4.9999999999999996e-06,4e-06,0.9175929116327899
0.0,4.9999999999999996e-06,4.5e-06,0.8453867823314193
0.0,4.9999999999999996e-06,4.9999999999999996e-06,0.7195963677912717
0.0,4.9999999999999996e-06,5.5e-06,0.5367184085534065
0.0,4.9999999999999996e-06,6e-06,0.3358846151584257
0.0,4.9999999999999996e-06,6.5e-06,0.17662296117960047
0.0,4.9999999999999996e-06,7e-06,0.08150619210634258
0.0,4.9999999999999996e-06,7.499999999999999e-06,0.034678866391471
0.0,4.9999999999999996e-06,8e-06,0.014072075568009046
0.0,4.9999999999999996e-06,8.5e-06,0.005547544237032187
0.0,4.9999999999999996e-06,9e-06,0.0021446600627660906
0.0,4.9999999999999996e-06,9.499999999999999e-06,0.0008170263484856832
0.0,4.9999999999999996e-06,9.999999999999999e-06,0.000307559848336747
0.0,4.9999999999999996e-06,1.05e-05,0.00011460715620065232
0.0,4.9999999999999996e-06,1.1e-05,4.232961567396387e-05
0.0,4.9999999999999996e-06,1.15e-05,1.551214631229092e-05
0.0,4.9999999999999996e-06,1.2e-05,5.6449974032979355e-06
0.0,4.9999999999999996e-06,1.2499999999999999e-05,2.041432318578007e-06
0.0,4.9999999999999996e-06,1.3e-05,7.341052329912223e-07
0.0,4.9999999999999996e-06,1.35e-05,2.6264656816099574e-07
0.0,4.9999999999999996e-06,1.4e-05,9.353712848714224e-08
0.0,4.9999999999999996e-06,1.45e-05,3.317257740720336e-08
0.0,4.9999999999999996e-06,1.4999999999999999e-05,1.171979369107845e-08
0.0,4.9999999999999996e-06,1.55e-05,4.126203101417758e-09
0.0,5.5e-06,0.0,0.9878048780487805
0.0,5.5e-06,5e-07,0.9871897290742673
0.0,5.5e-06,1e-06,0.9851723882528096
0.0,5.5e-06,1.5e-06,0.9811659830777721
0.0,5.5e-06,2e-06,0.9739224572004708
0.0,5.5e-06,2.4999999999999998e-06,0.9610070745218268
0.0,5.5e-06,3e-06,0.9378250835961726
0.0,5.5e-06,3.5e-06,0.8961381169604682
0.0,5.5e-06,4e-06,0.8229468554438785
0.0,5.5e-06,4.5e-06,0.7036979765458905
0.0,5.5e-06,4.9999999999999996e-06,0.5367184085534065
0.0,5.5e-06,5.5e-06,0.3517827619274682
0.0,5.5e-06,6e-06,0.1970352731752491
0.0,5.5e-06,6.5e-06,0.09713170929277021
0.0,5.5e-06,7e-06,0.04389566951914636
0.0,5.5e-06,7.499999999999999e-06,0.01877665965943448
0.0,5.5e-06,8e-06,0.007752110678322877
0.0,5.5e-06,8.5e-06,0.0031224217751483208
0.0,5.5e-06,9e-06,0.0012342370323350504
0.0,5.5e-06,9.499999999999999e-06,0.00048045452556599866
0.0,5.5e-06,9.999999999999999e-06,0.00018460501765360515
0.0,5.5e-06,1.05e-05,7.012851515608709e-05
0.0,5.5e-06,1.1e-05,2.6374013057162138e-05
0.0,5.5e-06,1.15e-05,9.830183180181695e-06
0.0,5.5e-06,1.2e-05,3.634583639944289e-06
0.0,5.5e-06,1.2499999999999999e-05,1.3341514742970517e-06
0.0,5.5e-06,1.3e-05,4.865400158871047e-07
0.0,5.5e-06,1.35e-05,1.763856796177521e-07
0.0,5.5e-06,1.4e-05,6.360278265171715e-08
0.0,5.5e-06,1.45e-05,2.282266792219545e-08
0.0,5.5e-06,1.4999999999999999e-05,8.153050456982669e-09
0.0,5.5e-06,1.55e-05,2.9006996804525897e-09
0.0,6e-06,0.0,0.9642857142857142
0.0,6e-06,5e-07,0.962678162815247
0.0,6e-06,1e-06,0.9574661036513861
0.0,6e-06,1.5e-06,0.9473549093820135
0.0,6e-06,2e-06,0.9297408889909168
0.0,6e-06,2.4999999999999998e-06,0.8999999999999998
0.0,6e-06,3e-06,0.8506557882216687
0.0,6e-06,3.5e-06,0.7714954485903085
0.0,6e-06,4e-06,0.653570840137486
0.0,6e-06,4.5e-06,0.49999999999999956
0.0,6e-06,4.9999999999999996e-06,0.3358846151584257
0.0,6e-06,5.5e-06,0.1970352731752491
0.0,6e-06,6e-06,0.10294849628337377
0.0,6e-06,6.5e-06,0.04939491806163754
0.0,6e-06,7e-06,0.02235218664523131
0.0,6e-06,7.499999999999999e-06,0.009713586913133954
0.0,6e-06,8e-06,0.0040983606557377095
0.0,6e-06,8.5e-06,0.0016897955327033753
0.0,6e-06,9e-06,0.0006836139846186362
0.0,6e-06,9.499999999999999e-06,0.0002721033946626594
0.0,6e-06,9.999999999999999e-06,0.00010677955520016491
0.0,6e-06,1.05e-05,4.1378739005171195e-05
0.0,6e-06,1.1e-05,1.585577819646078e-05
0.0,6e-06,1.15e-05,6.014789314667812e-06
0.0,6e-06,1.2e-05,2.2610550177715183e-06
0.0,6e-06,1.2499999999999999e-05,8.430258022773529e-07
0.0,6e-06,1.3e-05,3.119932399653358e-07
0.0,6e-06,1.35e-05,1.146886907665845e-07
0.0,6e-06,1.4e-05,4.190153402028329e-08
0.0,6e-06,1.45e-05,1.5223228455596427e-08
0.0,6e-06,1.4999999999999999e-05,5.502490241227065e-09
0.0,6e-06,1.55e-05,1.979581609745651e-09
0.0,6.5e-06,0.0,0.8999999999999999
0.0,6.5e-06,5e-07,0.8961381169604682
0.0,6.5e-06,1e-06,0.8838285256012548
0.0,6.5e-06,1.5e-06,0.8607901497943291
0.0,6.5e-06,2e-06,0.8229468554438785
0.0,6.5e-06,2.4999999999999998e-06,0.7644594338085162
0.0,6.5e-06,3e-06,0.6790588806345392
0.0,6.5e-06,3.5e-06,0.5642351356907113
0.0,6.5e-06,4e-06,0.42790485376296516
0.0,6.5e-06,4.5e-06,0.29082076222398884
0.0,6.5e-06,4.9999999999999996e-06,0.17662296117960047
0.0,6.5e-06,5.5e-06,0.09713170929277021
0.0,6.5e-06,6e-06,0.04939491806163754
0.0,6.5e-06,6.5e-06,0.023693938949443882
0.0,6.5e-06,7e-06,0.010881242427836446
0.0,6.5e-06,7.499999999999999e-06,0.004832019977823621
0.0,6.5e-06,8e-06,0.002088354701411721
0.0,6.5e-06,8.5e-06,0.0008822562500823139
0.0,6.5e-06,9e-06,0.0003654676999730877
0.0,6.5e-06,9.499999999999999e-06,0.00014879832111913682
0.0,6.5e-06,9.999999999999999e-06,5.9658959229047515e-05
0.0,6.5e-06,1.05e-05,2.3592983507125798e-05
0.0,6.5e-06,1.1e-05,9.215583536503758e-06
0.0,6.5e-06,1.15e-05,3.559768949445985e-06
0.0,6.5e-06,1.2e-05,1.3612640737403758e-06
0.0,6.5e-06,1.2499999999999999e-05,5.158140957139956e-07
0.0,6.5e-06,1.3e-05,1.9383690591512348e-07
0.0,6.5e-06,1.35e-05,7.229263171426581e-08
0.0,6.5e-06,1.4e-05,2.677642585435791e-08
0.0,6.5e-06,1.45e-05,9.85526110719448e-09
0.0,6.5e-06,1.4999999999999999e-05,3.6063644293093944e-09
0.0,6.5e-06,1.55e-05,1.3126905118454602e-09
0.0,7e-06,0.0,0.7499999999999998
0.0,7e-06,5e-07,0.7425808482668763
0.0,7e-06,1e-06,0.7195963677912713
0.0,7e-06,1.5e-06,0.6790588806345392
0.0,7e-06,2e-06,0.618490942597397
0.0,7e-06,2.4999999999999998e-06,0.5367184085534065
0.0,7e-06,3e-06,0.4367458467219989
0.0,7e-06,3.5e-06,0.3280940702053667
0.0,7e-06,4e-06,0.22523655529148429
0.0,7e-06,4.5e-06,0.14119884991752923
0.0,7e-06,4.9999999999999996e-06,0.08150619210634258
0.0,7e-06,5.5e-06,0.04389566951914636
0.0,7e-06,6e-06,0.02235218664523131
0.0,7e-06,6.5e-06,0.010881242427836446
0.0,7e-06,7e-06,0.005105952411874726
0.0,7e-06,7.499999999999999e-06,0.0023232663710865964
0.0,7e-06,8e-06,0.001029519222559061
0.0,7e-06,8.5e-06,0.0004457788965818166
0.0,7e-06,9e-06,0.00018910286045276115
0.0,7e-06,9.499999999999999e-06,7.876235067039161e-05
0.0,7e-06,9.999999999999999e-06,3.2269374242888116e-05
0.0,7e-06,1.05e-05,1.3026181467257203e-05
0.0,7e-06,1.1e-05,5.188196808669776e-06
0.0,7e-06,1.15e-05,2.041432318578007e-06
0.0,7e-06,1.2e-05,7.944340700838382e-07
0.0,7e-06,1.2499999999999999e-05,3.0606722545289955e-07
0.0,7e-06,1.3e-05,1.1684145639900834e-07
0.0,7e-06,1.35e-05,4.423258781471873e-08
0.0,7e-06,1.4e-05,1.6617320131029345e-08
0.0,7e-06,1.45e-05,6.199106061810511e-09
0.0,7e-06,1.4999999999999999e-05,2.297707302201246e-09
0.0,7e-06,1.55e-05,8.466056744538264e-10
0.0,7.499999999999999e-06,0.0,0.5
0.0,7.499999999999999e-06,5e-07,0.49085606697652834
0.0,7.499999999999999e-06,1e-06,0.46360539812711515
0.0,7.499999999999999e-06,1.5e-06,0.4191284618155537
0.0,7.499999999999999e-06,2e-06,0.35988466574084355
0.0,7.499999999999999e-06,2.4999999999999998e-06,0.29082076222398884
0.0,7.499999999999999e-06,3e-06,0.21935306642233027
0.0,7.499999999999999e-06,3.5e-06,0.1536722181494108
0.0,7.499999999999999e-06,4e-06,0.09999999999999987
0.0,7.499999999999999e-06,4.5e-06,0.06072904620971209
0.0,7.499999999999999e-06,4.9999999999999996e-06,0.034678866391471
0.0,7.499999999999999e-06,5.5e-06,0.01877665965943448
0.0,7.499999999999999e-06,6e-06,0.009713586913133954
0.0,7.499999999999999e-06,6.5e-06,0.004832019977823621
0.0,7.499999999999999e-06,7e-06,0.0023232663710865964
0.0,7.499999999999999e-06,7.499999999999999e-06,0.0010841203536467447
0.0,7.499999999999999e-06,8e-06,0.000492627645198529
0.0,7.499999999999999e-06,8.5e-06,0.00021859330651419207
0.0,7.499999999999999e-06,9e-06,9.494436842616416e-05
0.0,7.499999999999999e-06,9.499999999999999e-06,4.0450006751902023e-05
0.0,7.499999999999999e-06,9.999999999999999e-06,1.693480101611078e-05
0.0,7.499999999999999e-06,1.05e-05,6.978452316508399e-06
